sep=,
epoch,training_loss,validation_loss,validation_anc_off_loss,validation_nmse_db
1,0.02042137598618865,0.02006489783525467,0.02750241244211793,-1.3693383793808802
2,0.016751856155072648,0.017523095477372408,0.02750241244211793,-1.9575996341826627
